id,userid,itemid,rating
12947,86,112,2.00
12948,86,113,0.60
12949,86,114,3.90
12950,86,115,1.30
12951,86,116,2.40
12952,86,117,3.70
12953,86,118,0.90
12954,86,119,4.70
12955,86,120,4.30
12956,86,121,3.30
12957,86,122,1.90
12958,86,123,4.00
12959,86,124,0.20
12960,86,125,1.50
12961,86,126,0.20
12962,86,127,2.90
12963,86,128,2.80
12964,86,129,4.50
12965,86,130,1.20
12966,86,131,0.00
12967,86,132,0.50
12968,86,133,3.70
12969,86,134,2.50
12970,86,120,3.00
12971,86,136,5.00
12972,86,137,1.40
12973,86,138,4.00
12974,86,139,2.40
12975,86,140,1.80
12976,86,141,1.00
12977,86,142,2.70
12978,86,143,4.90
12979,86,144,0.60
12980,86,145,1.90
12981,86,146,4.10
12982,86,147,1.70
12983,86,148,1.70
12984,86,149,0.20
12985,86,150,1.00
12986,86,151,0.30
12987,87,1,1.90
12988,87,2,1.30
12989,87,3,3.60
12990,87,4,2.50
12991,87,5,3.00
12992,87,6,2.00
12993,87,7,4.50
12994,87,8,0.40
12995,87,9,4.70
12996,87,10,1.20
12997,87,11,3.60
12998,87,12,1.20
12999,87,13,4.80
13000,87,14,3.00
13001,87,15,5.00
13002,87,16,2.10
13003,87,17,4.50
13004,87,18,4.80
13005,87,19,2.80
13006,87,20,3.20
13007,87,21,2.60
13008,87,22,1.00
13009,87,23,3.80
13010,87,24,1.50
13011,87,25,0.80
13012,87,26,3.90
13013,87,27,3.80
13014,87,28,1.20
13015,87,29,2.20
13016,87,30,1.40
13017,87,31,2.70
13018,87,32,0.90
13019,87,33,0.60
13020,87,34,0.10
13021,87,35,2.50
13022,87,36,5.00
13023,87,37,4.20
13024,87,38,4.60
13025,87,39,3.80
13026,87,40,3.00
13027,87,41,4.40
13028,87,42,0.50
13029,87,43,4.40
13030,87,44,3.40
13031,87,45,1.20
13032,87,46,0.30
13033,87,47,0.60
13034,87,48,4.10
13035,87,49,1.50
13036,87,50,1.40
13037,87,51,0.10
13038,87,52,4.10
13039,87,53,2.80
13040,87,54,0.70
13041,87,55,4.90
13042,87,56,3.50
13043,87,57,4.80
13044,87,58,4.80
13045,87,59,0.50
13046,87,60,1.50
13047,87,61,1.90
13048,87,62,1.60
13049,87,63,4.60
13050,87,64,3.90
13051,87,65,1.30
13052,87,66,4.50
13053,87,67,2.10
13054,87,68,4.70
13055,87,69,0.70
13056,87,70,0.40
13057,87,71,0.50
13058,87,72,0.10
13059,87,73,4.20
13060,87,74,0.50
13061,87,75,1.70
13062,87,76,3.40
13063,87,77,1.40
13064,87,78,2.40
13065,87,79,1.90
13066,87,80,2.10
13067,87,81,1.40
13068,87,82,4.20
13069,87,83,1.00
13070,87,84,1.80
13071,87,85,4.30
13072,87,86,3.00
13073,87,87,0.00
13074,87,88,3.80
13075,87,89,3.30
13076,87,90,1.30
13077,87,91,4.20
13078,87,92,4.90
13079,87,93,4.20
13080,87,94,2.60
13081,87,95,4.80
13082,87,96,2.50
13083,87,97,2.70
13084,87,98,2.50
13085,87,99,2.00
13086,87,100,1.40
13087,87,101,5.00
13088,87,102,1.80
13089,87,103,0.70
13090,87,104,3.90
13091,87,105,1.40
13092,87,106,1.90
13093,87,107,1.70
13094,87,108,2.80
13095,87,109,3.20
13096,87,110,4.40
13097,87,111,1.30
13098,87,112,2.70
13099,87,113,4.20
13100,87,114,4.10
13101,87,115,4.80
13102,87,116,2.30
13103,87,117,0.50
13104,87,118,3.60
13105,87,119,0.60
13106,87,120,3.50
13107,87,121,3.40
13108,87,122,4.10
13109,87,123,4.20
13110,87,124,4.90
13111,87,125,3.80
13112,87,126,2.10
13113,87,127,2.10
13114,87,128,3.60
13115,87,129,4.60
13116,87,130,2.50
13117,87,131,4.60
13118,87,132,4.80
13119,87,133,1.50
13120,87,134,3.50
13121,87,120,1.60
13122,87,136,3.80
13123,87,137,1.60
13124,87,138,3.20
13125,87,139,1.20
13126,87,140,4.10
13127,87,141,1.70
13128,87,142,3.20
13129,87,143,3.60
13130,87,144,3.80
13131,87,145,3.70
13132,87,146,3.10
13133,87,147,3.00
13134,87,148,0.80
13135,87,149,2.70
13136,87,150,3.40
13137,87,151,2.90
13138,88,1,3.80
13139,88,2,3.60
13140,88,3,3.80
13141,88,4,2.00
13142,88,5,4.00
13143,88,6,4.50
13144,88,7,4.20
13145,88,8,4.10
13146,88,9,1.30
13147,88,10,3.40
13148,88,11,2.30
13149,88,12,3.50
13150,88,13,0.70
13151,88,14,4.30
13152,88,15,0.90
13153,88,16,4.60
13154,88,17,4.20
13155,88,18,0.00
13156,88,19,2.50
13157,88,20,1.00
13158,88,21,4.30
13159,88,22,2.40
13160,88,23,3.70
13161,88,24,4.50
13162,88,25,4.60
13163,88,26,2.90
13164,88,27,3.60
13165,88,28,2.40
13166,88,29,2.40
13167,88,30,3.50
13168,88,31,1.80
13169,88,32,2.10
13170,88,33,2.50
13171,88,34,4.40
13172,88,35,3.20
13173,88,36,0.10
13174,88,37,2.20
13175,88,38,2.20
13176,88,39,0.10
13177,88,40,2.10
13178,88,41,2.10
13179,88,42,3.10
13180,88,43,4.20
13181,88,44,2.90
13182,88,45,1.80
13183,88,46,0.80
13184,88,47,3.60
13185,88,48,0.00
13186,88,49,1.30
13187,88,50,2.00
13188,88,51,0.60
13189,88,52,0.60
13190,88,53,4.00
13191,88,54,0.50
13192,88,55,0.60
13193,88,56,0.30
13194,88,57,0.60
13195,88,58,1.00
13196,88,59,4.50
13197,88,60,0.80
13198,88,61,4.50
13199,88,62,1.50
13200,88,63,1.40
13201,88,64,2.60
13202,88,65,3.10
13203,88,66,0.80
13204,88,67,1.00
13205,88,68,2.60
13206,88,69,2.10
13207,88,70,0.20
13208,88,71,1.00
13209,88,72,0.60
13210,88,73,1.30
13211,88,74,2.50
13212,88,75,1.70
13213,88,76,3.20
13214,88,77,0.60
13215,88,78,2.00
13216,88,79,1.10
13217,88,80,2.90
13218,88,81,3.20
13219,88,82,1.60
13220,88,83,0.30
13221,88,84,4.20
13222,88,85,2.90
13223,88,86,1.20
13224,88,87,1.40
13225,88,88,4.70
13226,88,89,1.00
13227,88,90,1.30
13228,88,91,3.00
13229,88,92,3.10
13230,88,93,4.60
13231,88,94,1.80
13232,88,95,4.00
13233,88,96,4.10
13234,88,97,4.30
13235,88,98,0.40
13236,88,99,1.40
13237,88,100,2.10
13238,88,101,4.80
13239,88,102,4.80
13240,88,103,1.90
13241,88,104,4.90
13242,88,105,0.40
13243,88,106,4.50
13244,88,107,1.80
13245,88,108,2.90
13246,88,109,3.50
13247,88,110,4.00
13248,88,111,4.10
13249,88,112,4.80
13250,88,113,4.40
13251,88,114,4.90
13252,88,115,1.60
13253,88,116,3.00
13254,88,117,1.70
13255,88,118,1.50
13256,88,119,0.80
13257,88,120,0.20
13258,88,121,2.10
13259,88,122,0.90
13260,88,123,3.20
13261,88,124,3.50
13262,88,125,0.40
13263,88,126,3.10
13264,88,127,2.50
13265,88,128,4.90
13266,88,129,0.90
13267,88,130,3.10
13268,88,131,0.50
13269,88,132,1.70
13270,88,133,2.50
13271,88,134,3.00
13272,88,120,1.30
13273,88,136,3.80
13274,88,137,1.30
13275,88,138,0.50
13276,88,139,4.00
13277,88,140,1.80
13278,88,141,1.00
13279,88,142,0.20
13280,88,143,2.70
13281,88,144,2.50
13282,88,145,3.30
13283,88,146,0.90
13284,88,147,3.30
13285,88,148,3.60
13286,88,149,0.20
13287,88,150,3.00
13288,88,151,1.30
13289,89,1,2.70
13290,89,2,1.20
13291,89,3,1.10
13292,89,4,0.40
13293,89,5,4.70
13294,89,6,0.60
13295,89,7,1.00
13296,89,8,4.90
13297,89,9,0.30
13298,89,10,1.60
13299,89,11,2.30
13300,89,12,3.50
13301,89,13,0.00
13302,89,14,2.30
13303,89,15,0.90
13304,89,16,2.40
13305,89,17,3.70
13306,89,18,0.80
13307,89,19,1.90
13308,89,20,0.70
13309,89,21,0.60
13310,89,22,4.20
13311,89,23,0.80
13312,89,24,0.10
13313,89,25,2.50
13314,89,26,4.40
13315,89,27,2.90
13316,89,28,1.70
13317,89,29,2.70
13318,89,30,1.40
13319,89,31,1.10
13320,89,32,0.40
13321,89,33,0.80
13322,89,34,2.60
13323,89,35,4.00
13324,89,36,1.70
13325,89,37,2.90
13326,89,38,1.90
13327,89,39,2.40
13328,89,40,3.40
13329,89,41,2.90
13330,89,42,1.80
13331,89,43,1.60
13332,89,44,3.50
13333,89,45,1.00
13334,89,46,1.00
13335,89,47,3.50
13336,89,48,1.20
13337,89,49,4.50
13338,89,50,2.60
13339,89,51,2.50
13340,89,52,3.40
13341,89,53,1.10
13342,89,54,2.50
13343,89,55,2.10
13344,89,56,2.80
13345,89,57,1.80
13346,89,58,3.00
13347,89,59,0.80
13348,89,60,4.00
13349,89,61,3.30
13350,89,62,2.30
13351,89,63,0.60
13352,89,64,3.30
13353,89,65,2.10
13354,89,66,4.80
13355,89,67,1.00
13356,89,68,3.40
13357,89,69,3.70
13358,89,70,2.30
13359,89,71,1.40
13360,89,72,0.90
13361,89,73,4.50
13362,89,74,3.90
13363,89,75,3.60
13364,89,76,0.90
13365,89,77,0.80
13366,89,78,1.10
13367,89,79,0.70
13368,89,80,4.70
13369,89,81,0.80
13370,89,82,4.20
13371,89,83,2.30
13372,89,84,0.20
13373,89,85,3.70
13374,89,86,2.40
13375,89,87,3.60
13376,89,88,2.90
13377,89,89,4.60
13378,89,90,5.00
13379,89,91,0.80
13380,89,92,4.30
13381,89,93,1.40
13382,89,94,0.50
13383,89,95,2.20
13384,89,96,2.40
13385,89,97,0.50
13386,89,98,3.20
13387,89,99,1.90
13388,89,100,4.30
13389,89,101,0.40
13390,89,102,0.90
13391,89,103,0.90
13392,89,104,2.70
13393,89,105,3.10
13394,89,106,3.20
13395,89,107,4.30
13396,89,108,5.00
13397,89,109,0.30
13398,89,110,3.60
13399,89,111,4.70
13400,89,112,0.90
13401,89,113,0.50
13402,89,114,1.50
13403,89,115,2.40
13404,89,116,0.20
13405,89,117,0.10
13406,89,118,3.20
13407,89,119,0.50
13408,89,120,4.90
13409,89,121,1.50
13410,89,122,4.10
13411,89,123,0.30
13412,89,124,4.90
13413,89,125,0.30
13414,89,126,2.30
13415,89,127,0.60
13416,89,128,3.10
13417,89,129,0.20
13418,89,130,0.00
13419,89,131,0.50
13420,89,132,4.90
13421,89,133,1.90
13422,89,134,3.60
13423,89,120,1.60
13424,89,136,0.10
13425,89,137,2.30
13426,89,138,4.80
13427,89,139,4.10
13428,89,140,0.90
13429,89,141,4.70
13430,89,142,1.20
13431,89,143,3.60
13432,89,144,0.50
13433,89,145,3.90
13434,89,146,3.10
13435,89,147,1.00
13436,89,148,3.10
13437,89,149,2.90
13438,89,150,3.20
13439,89,151,2.00
13440,90,1,0.70
13441,90,2,3.00
13442,90,3,4.60
13443,90,4,4.50
13444,90,5,4.90
13445,90,6,4.60
13446,90,7,2.10
13447,90,8,3.40
13448,90,9,0.60
13449,90,10,0.00
13450,90,11,4.60
13451,90,12,1.60
13452,90,13,3.40
13453,90,14,3.50
13454,90,15,0.30
13455,90,16,0.40
13456,90,17,0.50
13457,90,18,1.60
13458,90,19,2.80
13459,90,20,0.00
13460,90,21,3.50
13461,90,22,3.40
13462,90,23,3.80
13463,90,24,1.10
13464,90,25,3.90
13465,90,26,3.90
13466,90,27,2.20
13467,90,28,1.30
13468,90,29,1.10
13469,90,30,1.50
13470,90,31,2.30
13471,90,32,2.30
13472,90,33,4.40
13473,90,34,1.40
13474,90,35,0.00
13475,90,36,4.30
13476,90,37,3.70
13477,90,38,1.50
13478,90,39,2.90
13479,90,40,1.80
13480,90,41,2.80
13481,90,42,5.00
13482,90,43,0.80
13483,90,44,3.90
13484,90,45,2.70
13485,90,46,2.60
13486,90,47,3.50
13487,90,48,2.50
13488,90,49,2.50
13489,90,50,2.50
13490,90,51,4.70
13491,90,52,3.80
13492,90,53,2.20
13493,90,54,2.10
13494,90,55,4.30
13495,90,56,2.70
13496,90,57,0.30
13497,90,58,3.00
13498,90,59,4.00
13499,90,60,4.90
13500,90,61,1.20
13501,90,62,3.60
13502,90,63,1.20
13503,90,64,1.20
13504,90,65,3.80
13505,90,66,2.00
13506,90,67,4.20
13507,90,68,4.90
13508,90,69,1.90
13509,90,70,3.00
13510,90,71,2.90
13511,90,72,2.40
13512,90,73,0.20
13513,90,74,3.50
13514,90,75,4.80
13515,90,76,4.30
13516,90,77,3.60
13517,90,78,1.80
13518,90,79,2.20
13519,90,80,2.00
13520,90,81,4.00
13521,90,82,1.30
13522,90,83,2.10
13523,90,84,2.10
13524,90,85,1.80
13525,90,86,5.00
13526,90,87,0.90
13527,90,88,2.70
13528,90,89,2.50
13529,90,90,1.60
13530,90,91,4.30
13531,90,92,2.00
13532,90,93,4.30
13533,90,94,3.40
13534,90,95,1.80
13535,90,96,2.20
13536,90,97,3.60
13537,90,98,1.90
13538,90,99,2.70
13539,90,100,1.80
13540,90,101,3.10
13541,90,102,4.50
13542,90,103,4.10
13543,90,104,4.70
13544,90,105,0.80
13545,90,106,1.20
13546,90,107,4.70
13547,90,108,4.00
13548,90,109,4.80
13549,90,110,2.20
13550,90,111,3.70
13551,90,112,1.20
13552,90,113,4.90
13553,90,114,3.30
13554,90,115,3.50
13555,90,116,1.80
13556,90,117,0.10
13557,90,118,4.50
13558,90,119,1.20
13559,90,120,3.20
13560,90,121,3.40
13561,90,122,1.70
13562,90,123,0.10
13563,90,124,2.20
13564,90,125,0.30
13565,90,126,1.60
13566,90,127,3.10
13567,90,128,1.20
13568,90,129,4.20
13569,90,130,4.40
13570,90,131,0.30
13571,90,132,1.60
13572,90,133,1.60
13573,90,134,4.20
13574,90,120,0.90
13575,90,136,0.60
13576,90,137,2.80
13577,90,138,0.40
13578,90,139,1.50
13579,90,140,4.40
13580,90,141,2.80
13581,90,142,3.70
13582,90,143,4.90
13583,90,144,4.70
13584,90,145,2.40
13585,90,146,2.50
13586,90,147,2.80
13587,90,148,2.70
13588,90,149,1.60
13589,90,150,1.40
13590,90,151,1.80
13591,91,1,3.60
13592,91,2,3.20
13593,91,3,2.60
13594,91,4,0.40
13595,91,5,2.50
13596,91,6,4.60
13597,91,7,0.30
13598,91,8,4.70
13599,91,9,1.40
13600,91,10,2.00
13601,91,11,0.00
13602,91,12,0.70
13603,91,13,0.20
13604,91,14,1.60
13605,91,15,4.40
13606,91,16,1.10
13607,91,17,4.80
13608,91,18,1.90
13609,91,19,1.70
13610,91,20,0.70
13611,91,21,1.20
13612,91,22,4.80
13613,91,23,1.30
13614,91,24,1.20
13615,91,25,0.10
13616,91,26,1.40
13617,91,27,3.80
13618,91,28,3.60
13619,91,29,0.30
13620,91,30,1.70
13621,91,31,1.30
13622,91,32,4.80
13623,91,33,1.70
13624,91,34,3.40
13625,91,35,2.90
13626,91,36,4.10
13627,91,37,0.50
13628,91,38,0.60
13629,91,39,0.50
13630,91,40,0.30
13631,91,41,0.40
13632,91,42,1.10
13633,91,43,3.20
13634,91,44,1.70
13635,91,45,1.90
13636,91,46,3.00
13637,91,47,3.60
13638,91,48,2.60
13639,91,49,1.30
13640,91,50,1.60
13641,91,51,1.30
13642,91,52,0.40
13643,91,53,3.10
13644,91,54,1.50
13645,91,55,2.70
13646,91,56,0.90
13647,91,57,0.10
13648,91,58,2.20
13649,91,59,4.70
13650,91,60,0.70
13651,91,61,1.10
13652,91,62,3.80
13653,91,63,2.70
13654,91,64,4.60
13655,91,65,1.20
13656,91,66,1.50
13657,91,67,3.50
13658,91,68,3.90
13659,91,69,5.00
13660,91,70,3.70
13661,91,71,4.70
13662,91,72,2.80
13663,91,73,1.80
13664,91,74,1.30
13665,91,75,0.90
13666,91,76,1.90
13667,91,77,4.30
13668,91,78,2.90
13669,91,79,0.10
13670,91,80,1.50
13671,91,81,1.80
13672,91,82,2.80
13673,91,83,4.30
13674,91,84,1.30
13675,91,85,2.50
13676,91,86,1.80
13677,91,87,1.70
13678,91,88,0.90
13679,91,89,0.60
13680,91,90,3.50
13681,91,91,0.40
13682,91,92,2.10
13683,91,93,3.20
13684,91,94,0.80
13685,91,95,0.90
13686,91,96,2.40
13687,91,97,0.00
13688,91,98,2.70
13689,91,99,1.30
13690,91,100,0.90
13691,91,101,1.40
13692,91,102,1.50
13693,91,103,2.10
13694,91,104,1.50
13695,91,105,5.00
13696,91,106,1.40
13697,91,107,2.50
13698,91,108,3.30
13699,91,109,0.00
13700,91,110,3.50
13701,91,111,1.40
13702,91,112,1.20
13703,91,113,4.20
13704,91,114,1.50
13705,91,115,4.90
13706,91,116,1.90
13707,91,117,2.50
13708,91,118,3.60
13709,91,119,3.90
13710,91,120,4.40
13711,91,121,0.30
13712,91,122,2.30
13713,91,123,3.00
13714,91,124,2.50
13715,91,125,3.40
13716,91,126,4.10
13717,91,127,3.70
13718,91,128,0.40
13719,91,129,0.10
13720,91,130,2.10
13721,91,131,0.60
13722,91,132,1.50
13723,91,133,4.90
13724,91,134,0.10
13725,91,120,3.60
13726,91,136,3.90
13727,91,137,4.70
13728,91,138,0.60
13729,91,139,4.70
13730,91,140,0.80
13731,91,141,4.70
13732,91,142,1.60
13733,91,143,0.60
13734,91,144,3.30
13735,91,145,3.50
13736,91,146,1.70
13737,91,147,2.50
13738,91,148,0.80
13739,91,149,4.90
13740,91,150,0.80
13741,91,151,2.20
13742,92,1,3.60
13743,92,2,1.70
13744,92,3,4.90
13745,92,4,3.50
13746,92,5,3.40
13747,92,6,0.60
13748,92,7,3.30
13749,92,8,2.40
13750,92,9,3.50
13751,92,10,3.80
13752,92,11,3.50
13753,92,12,4.00
13754,92,13,4.70
13755,92,14,3.70
13756,92,15,1.90
13757,92,16,3.80
13758,92,17,0.50
13759,92,18,2.50
13760,92,19,4.20
13761,92,20,4.50
13762,92,21,2.70
13763,92,22,0.60
13764,92,23,3.70
13765,92,24,3.30
13766,92,25,3.90
13767,92,26,3.70
13768,92,27,4.50
13769,92,28,4.00
13770,92,29,4.70
13771,92,30,4.70
13772,92,31,1.30
13773,92,32,0.20
13774,92,33,4.40
13775,92,34,2.70
13776,92,35,4.00
13777,92,36,4.30
13778,92,37,3.70
13779,92,38,0.70
13780,92,39,2.30
13781,92,40,0.30
13782,92,41,1.50
13783,92,42,0.80
13784,92,43,4.30
13785,92,44,1.00
13786,92,45,1.00
13787,92,46,4.50
13788,92,47,4.40
13789,92,48,4.60
13790,92,49,4.60
13791,92,50,4.60
13792,92,51,1.80
13793,92,52,2.10
13794,92,53,1.80
13795,92,54,2.20
13796,92,55,3.10
13797,92,56,1.50
13798,92,57,2.40
13799,92,58,4.90
13800,92,59,4.10
13801,92,60,2.50
13802,92,61,2.90
13803,92,62,0.20
13804,92,63,2.30
13805,92,64,0.30
13806,92,65,2.90
13807,92,66,4.80
13808,92,67,2.10
13809,92,68,3.20
13810,92,69,2.30
13811,92,70,2.10
13812,92,71,2.10
13813,92,72,1.60
13814,92,73,2.70
13815,92,74,1.90
13816,92,75,2.10
13817,92,76,2.10
13818,92,77,2.50
13819,92,78,3.10
13820,92,79,0.50
13821,92,80,4.00
13822,92,81,3.90
13823,92,82,0.60
13824,92,83,1.30
13825,92,84,0.60
13826,92,85,3.70
13827,92,86,2.70
13828,92,87,2.60
13829,92,88,2.70
13830,92,89,4.80
13831,92,90,3.40
13832,92,91,4.50
13833,92,92,2.20
13834,92,93,3.00
13835,92,94,0.30
13836,92,95,0.30
13837,92,96,4.10
13838,92,97,1.70
13839,92,98,3.10
13840,92,99,1.40
13841,92,100,3.80
13842,92,101,1.50
13843,92,102,3.40
13844,92,103,3.40
13845,92,104,1.40
13846,92,105,4.00
13847,92,106,3.60
13848,92,107,1.90
13849,92,108,4.20
13850,92,109,4.10
13851,92,110,2.30
13852,92,111,4.70
13853,92,112,2.60
13854,92,113,3.30
13855,92,114,3.60
13856,92,115,4.30
13857,92,116,1.70
13858,92,117,1.00
13859,92,118,1.60
13860,92,119,3.90
13861,92,120,1.40
13862,92,121,0.30
13863,92,122,1.50
13864,92,123,2.50
13865,92,124,4.40
13866,92,125,2.80
13867,92,126,2.70
13868,92,127,3.30
13869,92,128,3.50
13870,92,129,3.70
13871,92,130,1.60
13872,92,131,4.50
13873,92,132,1.60
13874,92,133,1.50
13875,92,134,1.10
13876,92,120,2.60
13877,92,136,2.90
13878,92,137,1.90
13879,92,138,4.70
13880,92,139,4.80
13881,92,140,2.40
13882,92,141,1.10
13883,92,142,0.50
13884,92,143,0.90
13885,92,144,4.40
13886,92,145,3.60
13887,92,146,1.50
13888,92,147,2.50
13889,92,148,2.90
13890,92,149,3.40
13891,92,150,3.90
13892,92,151,2.90
13893,93,1,1.30
13894,93,2,2.40
13895,93,3,4.60
13896,93,4,2.40
13897,93,5,0.00
13898,93,6,3.80
13899,93,7,2.80
13900,93,8,4.70
13901,93,9,3.50
13902,93,10,1.90
13903,93,11,0.40
13904,93,12,1.60
13905,93,13,1.80
13906,93,14,2.00
13907,93,15,4.90
13908,93,16,2.00
13909,93,17,4.60
13910,93,18,0.10
13911,93,19,3.00
13912,93,20,3.40
13913,93,21,3.10
13914,93,22,3.50
13915,93,23,1.50
13916,93,24,1.30
13917,93,25,1.10
13918,93,26,2.20
13919,93,27,4.80
13920,93,28,0.50
13921,93,29,0.60
13922,93,30,4.60
13923,93,31,0.40
13924,93,32,1.70
13925,93,33,3.50
13926,93,34,2.00
13927,93,35,3.90
13928,93,36,1.60
13929,93,37,3.30
13930,93,38,0.40
13931,93,39,4.50
13932,93,40,1.80
13933,93,41,0.80
13934,93,42,4.50
13935,93,43,3.70
13936,93,44,4.20
13937,93,45,3.40
13938,93,46,3.90
13939,93,47,3.40
13940,93,48,2.70
13941,93,49,0.20
13942,93,50,3.20
13943,93,51,3.90
13944,93,52,2.60
13945,93,53,3.20
13946,93,54,0.20
13947,93,55,1.00
13948,93,56,1.50
13949,93,57,0.70
13950,93,58,4.40
13951,93,59,0.30
13952,93,60,0.30
13953,93,61,0.30
13954,93,62,0.10
13955,93,63,4.00
13956,93,64,1.10
13957,93,65,1.30
13958,93,66,2.10
13959,93,67,0.60
13960,93,68,2.00
13961,93,69,1.50
13962,93,70,0.50
13963,93,71,2.00
13964,93,72,2.60
13965,93,73,3.90
13966,93,74,3.10
13967,93,75,4.80
13968,93,76,4.40
13969,93,77,4.30
13970,93,78,3.30
13971,93,79,1.00
13972,93,80,2.90
13973,93,81,3.20
13974,93,82,1.30
13975,93,83,0.70
13976,93,84,2.40
13977,93,85,0.80
13978,93,86,1.10
13979,93,87,3.90
13980,93,88,2.10
13981,93,89,3.60
13982,93,90,0.80
13983,93,91,1.40
13984,93,92,0.90
13985,93,93,1.40
13986,93,94,1.20
13987,93,95,2.90
13988,93,96,0.40
13989,93,97,1.50
13990,93,98,3.00
13991,93,99,1.40
13992,93,100,3.70
13993,93,101,1.30
13994,93,102,2.80
13995,93,103,3.00
13996,93,104,2.10
13997,93,105,4.10
13998,93,106,4.90
13999,93,107,1.30
14000,93,108,1.40
14001,93,109,2.80
14002,93,110,0.90
14003,93,111,1.50
14004,93,112,2.80
14005,93,113,3.80
14006,93,114,1.50
14007,93,115,0.30
14008,93,116,1.50
14009,93,117,1.60
14010,93,118,4.50
14011,93,119,3.00
14012,93,120,1.00
14013,93,121,4.50
14014,93,122,1.80
14015,93,123,4.30
14016,93,124,0.50
14017,93,125,0.40
14018,93,126,0.80
14019,93,127,4.00
14020,93,128,2.50
14021,93,129,1.20
14022,93,130,4.30
14023,93,131,0.10
14024,93,132,4.10
14025,93,133,0.70
14026,93,134,4.70
14027,93,120,3.10
14028,93,136,1.10
14029,93,137,3.90
14030,93,138,3.40
14031,93,139,2.30
14032,93,140,3.10
14033,93,141,0.10
14034,93,142,3.00
14035,93,143,2.80
14036,93,144,1.00
14037,93,145,2.10
14038,93,146,0.40
14039,93,147,0.60
14040,93,148,2.50
14041,93,149,2.10
14042,93,150,0.60
14043,93,151,4.20
14044,94,1,2.70
14045,94,2,0.20
14046,94,3,2.60
14047,94,4,0.70
14048,94,5,4.00
14049,94,6,3.20
14050,94,7,4.50
14051,94,8,4.00
14052,94,9,0.70
14053,94,10,1.50
14054,94,11,2.80
14055,94,12,0.70
14056,94,13,3.60
14057,94,14,3.40
14058,94,15,1.90
14059,94,16,1.00
14060,94,17,0.20
14061,94,18,4.60
14062,94,19,3.50
14063,94,20,1.80
14064,94,21,4.80
14065,94,22,4.70
14066,94,23,4.30
14067,94,24,3.00
14068,94,25,1.20
14069,94,26,1.50
14070,94,27,2.40
14071,94,28,3.80
14072,94,29,2.70
14073,94,30,3.90
14074,94,31,2.00
14075,94,32,2.20
14076,94,33,3.30
14077,94,34,4.40
14078,94,35,4.80
14079,94,36,1.70
14080,94,37,2.20
14081,94,38,0.60
14082,94,39,4.10
14083,94,40,0.00
14084,94,41,1.60
14085,94,42,2.30
14086,94,43,1.70
14087,94,44,1.50
14088,94,45,2.50
14089,94,46,2.80
14090,94,47,4.10
14091,94,48,0.80
14092,94,49,1.20
14093,94,50,2.30
14094,94,51,3.90
14095,94,52,3.10
14096,94,53,4.10
14097,94,54,2.00
14098,94,55,0.70
14099,94,56,1.90
14100,94,57,1.60
14101,94,58,4.80
14102,94,59,4.90
14103,94,60,1.60
14104,94,61,2.30
14105,94,62,4.30
14106,94,63,4.80
14107,94,64,3.50
14108,94,65,1.80
14109,94,66,3.40
14110,94,67,3.80
14111,94,68,2.80
14112,94,69,2.00
14113,94,70,3.30
14114,94,71,1.10
14115,94,72,3.20
14116,94,73,4.60
14117,94,74,3.20
14118,94,75,1.80
14119,94,76,0.30
14120,94,77,4.00
14121,94,78,4.10
14122,94,79,2.10
14123,94,80,4.80
14124,94,81,3.60
14125,94,82,3.90
14126,94,83,0.40
14127,94,84,4.40
14128,94,85,1.40
14129,94,86,1.30
14130,94,87,4.60
14131,94,88,0.00
14132,94,89,4.10
14133,94,90,0.10
14134,94,91,4.40
14135,94,92,1.30
14136,94,93,2.60
14137,94,94,2.80
14138,94,95,1.30
14139,94,96,4.90
14140,94,97,2.90
14141,94,98,2.70
14142,94,99,3.20
14143,94,100,0.40
14144,94,101,3.00
14145,94,102,4.50
14146,94,103,2.60
14147,94,104,2.20
14148,94,105,2.00
14149,94,106,0.60
14150,94,107,2.20
14151,94,108,1.50
14152,94,109,3.80
14153,94,110,0.80
14154,94,111,0.50
14155,94,112,3.00
14156,94,113,3.30
14157,94,114,4.40
14158,94,115,0.70
14159,94,116,0.90
14160,94,117,2.30
14161,94,118,3.10
14162,94,119,0.70
14163,94,120,3.10
14164,94,121,0.70
14165,94,122,4.20
14166,94,123,4.00
14167,94,124,2.60
14168,94,125,1.10
14169,94,126,4.40
14170,94,127,3.60
14171,94,128,3.50
14172,94,129,0.90
14173,94,130,0.30
14174,94,131,4.80
14175,94,132,4.60
14176,94,133,0.30
14177,94,134,3.20
14178,94,120,2.90
14179,94,136,3.60
14180,94,137,1.10
14181,94,138,1.30
14182,94,139,4.40
14183,94,140,3.80
14184,94,141,0.40
14185,94,142,3.90
14186,94,143,2.90
14187,94,144,3.50
14188,94,145,1.70
14189,94,146,1.00
14190,94,147,5.00
14191,94,148,3.10
14192,94,149,1.50
14193,94,150,3.30
14194,94,151,3.30
14195,95,1,2.80
14196,95,2,0.70
14197,95,3,1.50
14198,95,4,1.90
14199,95,5,1.50
14200,95,6,3.10
14201,95,7,3.40
14202,95,8,4.10
14203,95,9,2.80
14204,95,10,4.80
14205,95,11,1.40
14206,95,12,0.40
14207,95,13,2.50
14208,95,14,3.80
14209,95,15,3.50
14210,95,16,0.90
14211,95,17,3.50
14212,95,18,1.90
14213,95,19,2.40
14214,95,20,1.10
14215,95,21,4.40
14216,95,22,2.40
14217,95,23,1.60
